package,function,scripts,chosen,contested,owners,package_calls,coverage
MASS,ginv,31,1,0,MASS,221.6168152805336,0.5144
MASS,glm.nb,29,1,0,MASS,221.6168152805336,0.5144
MASS,polr,18,0,0,MASS,221.6168152805336,0.5144
MASS,lqs,11,0,0,MASS,221.6168152805336,0.5144
MASS,stepAIC,7,0,0,MASS,221.6168152805336,0.5144
MASS,cov.rob,6,0,0,MASS,221.6168152805336,0.5144
MASS,fitdistr,6,0,0,MASS,221.6168152805336,0.5144
MASS,area,4.322,0,1,MASS;raster,221.6168152805336,0.5144
MASS,Null,4,0,0,MASS,221.6168152805336,0.5144
MASS,rational,4,0,0,MASS,221.6168152805336,0.5144
MASS,eqscplot,3,0,0,MASS,221.6168152805336,0.5144
MASS,glmmPQL,3,0,0,MASS,221.6168152805336,0.5144
MASS,kde2d,3,0,0,MASS,221.6168152805336,0.5144
MASS,parcoord,3,0,0,MASS,221.6168152805336,0.5144
MASS,rlm,3,0,0,MASS,221.6168152805336,0.5144
MASS,truehist,3,0,0,MASS,221.6168152805336,0.5144
MASS,addterm,2,0,0,MASS,221.6168152805336,0.5144
MASS,contr.sdif,2,0,0,MASS,221.6168152805336,0.5144
MASS,dropterm,2,0,0,MASS,221.6168152805336,0.5144
MASS,fractions,2,0,0,MASS,221.6168152805336,0.5144
MASS,hubers,2,0,0,MASS,221.6168152805336,0.5144
MASS,studres,2,0,0,MASS,221.6168152805336,0.5144
MASS,negative.binomial,1.295,0,1,MASS;lme4,221.6168152805336,0.5144
MASS,boxcox,1,0,0,MASS,221.6168152805336,0.5144
MASS,corresp,1,0,0,MASS,221.6168152805336,0.5144
MASS,cov.mcd,1,0,0,MASS,221.6168152805336,0.5144
MASS,cov.trob,1,0,0,MASS,221.6168152805336,0.5144
MASS,dose.p,1,0,0,MASS,221.6168152805336,0.5144
MASS,glm.convert,1,0,0,MASS,221.6168152805336,0.5144
MASS,huber,1,0,0,MASS,221.6168152805336,0.5144
MASS,isoMDS,1,0,0,MASS,221.6168152805336,0.5144
MASS,lda,1,0,0,MASS,221.6168152805336,0.5144
MASS,loglm,1,0,0,MASS,221.6168152805336,0.5144
MASS,logtrans,1,0,0,MASS,221.6168152805336,0.5144
MASS,mca,1,0,0,MASS,221.6168152805336,0.5144
MASS,qda,1,0,0,MASS,221.6168152805336,0.5144
MASS,rnegbin,1,0,0,MASS,221.6168152805336,0.5144
MASS,sammon,1,0,0,MASS,221.6168152805336,0.5144
MASS,width.SJ,1,0,0,MASS,221.6168152805336,0.5144
betareg,betareg,5,1,0,betareg,5.72289156626506,0.8737
betareg,clusters,0.7229,0,1,betareg;igraph,5.72289156626506,0.8737
brglm,brglm,6,1,0,brglm,7.0,1.0000
brglm,brglm.control,1,1,0,brglm,7.0,1.0000
brms,variables,9,1,0,brms,48.58970480728655,0.3027
brms,gr,3,1,0,brms,48.58970480728655,0.3027
brms,s,2.71,1,1,VGAM;brms;mgcv,48.58970480728655,0.3027
brms,get_y,2.692,0,1,brms;rstanarm,48.58970480728655,0.3027
brms,rdirichlet,2.4,0,1,MCMCpack;brms,48.58970480728655,0.3027
brms,autocor,2,0,0,brms,48.58970480728655,0.3027
brms,bf,2,0,0,brms,48.58970480728655,0.3027
brms,brm,2,0,0,brms,48.58970480728655,0.3027
brms,mi,2,0,0,brms,48.58970480728655,0.3027
brms,mm,2,0,0,brms,48.58970480728655,0.3027
brms,parnames,2,0,0,brms,48.58970480728655,0.3027
brms,set_prior,2,0,0,brms,48.58970480728655,0.3027
brms,threading,2,0,0,brms,48.58970480728655,0.3027
brms,fixef,1.041,0,1,brms;fixest;lme4;nlme;plm;rstanarm,48.58970480728655,0.3027
brms,bernoulli,1,0,0,brms,48.58970480728655,0.3027
brms,conditional_effects,1,0,0,brms,48.58970480728655,0.3027
brms,extract_draws,1,0,0,brms,48.58970480728655,0.3027
brms,nchains,1,0,0,brms,48.58970480728655,0.3027
brms,ndraws,1,0,0,brms,48.58970480728655,0.3027
brms,niterations,1,0,0,brms,48.58970480728655,0.3027
brms,prior,1,0,0,brms,48.58970480728655,0.3027
brms,VarCorr,0.9,0,1,brms;lme4;nlme;ordinal;rstanarm,48.58970480728655,0.3027
brms,as.mcmc,0.7241,0,1,brms;coda,48.58970480728655,0.3027
brms,cumulative,0.6176,0,1,VGAM;brms,48.58970480728655,0.3027
brms,ma,0.6,0,1,brms;forecast,48.58970480728655,0.3027
brms,rhat,0.6,0,1,bayesplot;brms,48.58970480728655,0.3027
brms,loo_compare,0.5385,0,1,brms;rstanarm,48.58970480728655,0.3027
brms,ranef,0.3027,0,1,brms;lme4;metafor;nlme;ordinal;plm;rstanarm,48.58970480728655,0.3027
brms,ddirichlet,0.3,0,1,MCMCpack;brms,48.58970480728655,0.3027
brms,marginal_effects,0.1641,0,1,brms;margins,48.58970480728655,0.3027
broom.mixed,augment,6,1,0,broom.mixed,6.0,1.0000
car,linearHypothesis,30,1,0,car,66.24023557297488,0.7582
car,deltaMethod,15,1,0,car,66.24023557297488,0.7582
car,Predict,5.226,1,1,car;rms,66.24023557297488,0.7582
car,Recode,3.729,0,1,DescTools;car,66.24023557297488,0.7582
car,ncvTest,3,0,0,car,66.24023557297488,0.7582
car,Boot,2,0,0,car,66.24023557297488,0.7582
car,ellipse,2,0,0,car,66.24023557297488,0.7582
car,S,1,0,0,car,66.24023557297488,0.7582
car,levene.test,1,0,0,car,66.24023557297488,0.7582
car,linearHypothesis.default,1,0,0,car,66.24023557297488,0.7582
car,sigmaHat,1,0,0,car,66.24023557297488,0.7582
car,vif,0.8384,0,1,car;metafor;rms,66.24023557297488,0.7582
car,logit,0.4464,0,1,arm;boot;car;psych;rstanarm,66.24023557297488,0.7582
clusterSEs,cluster.bs.glm,3,1,0,clusterSEs,3.0,1.0000
coda,read.coda,9,1,0,coda,16.275862068965516,0.8157
coda,as.mcmc,2.276,1,1,brms;coda,16.275862068965516,0.8157
coda,mcmc,2,1,0,coda,16.275862068965516,0.8157
coda,HPDinterval,1,0,0,coda,16.275862068965516,0.8157
coda,autocorr.plot,1,0,0,coda,16.275862068965516,0.8157
coda,batchSE,1,0,0,coda,16.275862068965516,0.8157
did,att_gt,9,1,0,did,18.605479452054794,0.9675
did,aggte,8,1,0,did,18.605479452054794,0.9675
did,ggdid,1,1,0,did,18.605479452054794,0.9675
did,sim,0.6055,0,1,arm;did;psych,18.605479452054794,0.9675
interflex,interflex,2,1,0,interflex,2.0,1.0000
lfe,felm,245,1,0,lfe,357.5887537120414,0.7970
lfe,getfe,30,1,0,lfe,357.5887537120414,0.7970
lfe,is.estimable,10,1,0,lfe,357.5887537120414,0.7970
lfe,compfactor,9,0,0,lfe,357.5887537120414,0.7970
lfe,demeanlist,9,0,0,lfe,357.5887537120414,0.7970
lfe,makeDmatrix,8,0,0,lfe,357.5887537120414,0.7970
lfe,waldtest,7.603,0,1,lfe;lmtest;mlogit,357.5887537120414,0.7970
lfe,efactory,7,0,0,lfe,357.5887537120414,0.7970
lfe,fepois,6.986,0,1,fixest;lfe,357.5887537120414,0.7970
lfe,condfstat,6,0,0,lfe,357.5887537120414,0.7970
lfe,cgsolve,3,0,0,lfe,357.5887537120414,0.7970
lfe,fevcov,3,0,0,lfe,357.5887537120414,0.7970
lfe,kaczmarz,3,0,0,lfe,357.5887537120414,0.7970
lfe,bccorr,2,0,0,lfe,357.5887537120414,0.7970
lfe,mctrace,2,0,0,lfe,357.5887537120414,0.7970
lfe,summary.felm,2,0,0,lfe,357.5887537120414,0.7970
lfe,varvars,2,0,0,lfe,357.5887537120414,0.7970
lfe,btrap,1,0,0,lfe,357.5887537120414,0.7970
lfe,fixedse,1,0,0,lfe,357.5887537120414,0.7970
lme4,lmer,33.09,1,1,lme4;lmerTest,136.53416857680543,0.4210
lme4,fixef,12.39,1,1,brms;fixest;lme4;nlme;plm;rstanarm,136.53416857680543,0.4210
lme4,glmer,12,1,0,lme4,136.53416857680543,0.4210
lme4,VarCorr,10.71,0,1,brms;lme4;nlme;ordinal;rstanarm,136.53416857680543,0.4210
lme4,dummy,8,0,0,lme4,136.53416857680543,0.4210
lme4,getME,7,0,0,lme4,136.53416857680543,0.4210
lme4,lmList,6.41,0,1,lme4;nlme,136.53416857680543,0.4210
lme4,getData,3.623,0,1,lme4;nlme;raster,136.53416857680543,0.4210
lme4,ranef,3.604,0,1,brms;lme4;metafor;nlme;ordinal;plm;rstanarm,136.53416857680543,0.4210
lme4,Cv_to_Vv,3,0,0,lme4,136.53416857680543,0.4210
lme4,Vv_to_Cv,3,0,0,lme4,136.53416857680543,0.4210
lme4,findbars,3,0,0,lme4,136.53416857680543,0.4210
lme4,lFormula,3,0,0,lme4,136.53416857680543,0.4210
lme4,mkDataTemplate,3,0,0,lme4,136.53416857680543,0.4210
lme4,mkMerMod,3,0,0,lme4,136.53416857680543,0.4210
lme4,mkParsTemplate,3,0,0,lme4,136.53416857680543,0.4210
lme4,mlist2vec,3,0,0,lme4,136.53416857680543,0.4210
lme4,optimizeLmer,3,0,0,lme4,136.53416857680543,0.4210
lme4,refitML,3,0,0,lme4,136.53416857680543,0.4210
lme4,vec2mlist,3,0,0,lme4,136.53416857680543,0.4210
lme4,glmerControl,2,0,0,lme4,136.53416857680543,0.4210
lme4,lmerControl,2,0,0,lme4,136.53416857680543,0.4210
lme4,bootMer,1,0,0,lme4,136.53416857680543,0.4210
lme4,glmer.nb,1,0,0,lme4,136.53416857680543,0.4210
lme4,negative.binomial,0.7052,0,1,MASS;lme4,136.53416857680543,0.4210
lmtest,coeftest,120,1,0,lmtest,234.1108300319794,0.6554
lmtest,dwtest,17,1,0,lmtest,234.1108300319794,0.6554
lmtest,waldtest,16.44,1,1,lfe;lmtest;mlogit,234.1108300319794,0.6554
lmtest,bgtest,15,0,0,lmtest,234.1108300319794,0.6554
lmtest,bptest,12,0,0,lmtest,234.1108300319794,0.6554
lmtest,raintest,10,0,0,lmtest,234.1108300319794,0.6554
lmtest,resettest,10,0,0,lmtest,234.1108300319794,0.6554
lmtest,reset,8,0,0,lmtest,234.1108300319794,0.6554
lmtest,encomptest,5,0,0,lmtest,234.1108300319794,0.6554
lmtest,gqtest,5,0,0,lmtest,234.1108300319794,0.6554
lmtest,harvtest,5,0,0,lmtest,234.1108300319794,0.6554
lmtest,lrtest.default,3,0,0,lmtest,234.1108300319794,0.6554
lmtest,waldtest.default,2,0,0,lmtest,234.1108300319794,0.6554
lmtest,lrtest,1.672,0,1,VGAM;lmtest;mlogit;rms,234.1108300319794,0.6554
lmtest,coefci.default,1,0,0,lmtest,234.1108300319794,0.6554
lmtest,coeftest.default,1,0,0,lmtest,234.1108300319794,0.6554
lmtest,grangertest,1,0,0,lmtest,234.1108300319794,0.6554
lmtest,waldtest.lm,1,0,0,lmtest,234.1108300319794,0.6554
mediation,mediate,5.301,1,1,mediation;psych,11.300751879699249,0.9115
mediation,medsens,3,1,0,mediation,11.300751879699249,0.9115
mediation,test.modmed,2,1,0,mediation,11.300751879699249,0.9115
mediation,multimed,1,0,0,mediation,11.300751879699249,0.9115
optmatch,strata,2.257,1,1,optmatch;survival,5.256637168141593,1.0000
optmatch,fullmatch,2,1,0,optmatch,5.256637168141593,1.0000
optmatch,matched,1,1,0,optmatch,5.256637168141593,1.0000
ordinal,clm,2,1,0,ordinal,6.645454978788312,0.8470
ordinal,clmm,2,1,0,ordinal,6.645454978788312,0.8470
ordinal,VarCorr,1.629,1,1,brms;lme4;nlme;ordinal;rstanarm,6.645454978788312,0.8470
ordinal,ranef,0.5477,0,1,brms;lme4;metafor;nlme;ordinal;plm;rstanarm,6.645454978788312,0.8470
ordinal,convergence,0.4691,0,1,mice;ordinal,6.645454978788312,0.8470
plm,index,32.04,1,1,Matrix;plm;zoo,161.68134043762268,0.5507
plm,plm,30,1,0,plm,161.68134043762268,0.5507
plm,pdata.frame,27,1,0,plm,161.68134043762268,0.5507
plm,vcovHC,23.55,0,1,plm;sandwich,161.68134043762268,0.5507
plm,fixef,9.366,0,1,brms;fixest;lme4;nlme;plm;rstanarm,161.68134043762268,0.5507
plm,maxLik,7,0,0,plm,161.68134043762268,0.5507
plm,pFtest,5,0,0,plm,161.68134043762268,0.5507
plm,pgmm,5,0,0,plm,161.68134043762268,0.5507
plm,phtest,5,0,0,plm,161.68134043762268,0.5507
plm,plmtest,5,0,0,plm,161.68134043762268,0.5507
plm,vcovSCC,5,0,0,plm,161.68134043762268,0.5507
plm,vcovBK,4,0,0,plm,161.68134043762268,0.5507
plm,ranef,2.724,0,1,brms;lme4;metafor;nlme;ordinal;plm;rstanarm,161.68134043762268,0.5507
plm,is.pbalanced,1,0,0,plm,161.68134043762268,0.5507
rms,Surv,16.19,1,1,rms;rstanarm;survival,65.53425325076984,0.6132
rms,ols,15,1,0,rms,65.53425325076984,0.6132
rms,datadist,9,1,0,rms,65.53425325076984,0.6132
rms,rcs,8,0,0,rms,65.53425325076984,0.6132
rms,lrm,6,0,0,rms,65.53425325076984,0.6132
rms,validate,4,0,0,rms,65.53425325076984,0.6132
rms,processMI,2,0,0,rms,65.53425325076984,0.6132
rms,robcov,2,0,0,rms,65.53425325076984,0.6132
rms,perimeter,1,0,0,rms,65.53425325076984,0.6132
rms,Predict,0.7737,0,1,car;rms,65.53425325076984,0.6132
rms,contrast,0.7361,0,1,emmeans;rms,65.53425325076984,0.6132
rms,calibrate,0.53,0,1,VGAM;rms;survey,65.53425325076984,0.6132
rms,lrtest,0.1847,0,1,VGAM;lmtest;mlogit;rms,65.53425325076984,0.6132
rms,vif,0.1241,0,1,car;metafor;rms,65.53425325076984,0.6132
sandwich,vcovHC,52.45,1,1,plm;sandwich,211.81328375866147,0.5545
sandwich,vcovCL,37,1,0,sandwich,211.81328375866147,0.5545
sandwich,sandwich,28,1,0,sandwich,211.81328375866147,0.5545
sandwich,NeweyWest,19,0,0,sandwich,211.81328375866147,0.5545
sandwich,estfun,17.36,0,1,fixest;sandwich,211.81328375866147,0.5545
sandwich,kernHAC,10,0,0,sandwich,211.81328375866147,0.5545
sandwich,vcovPC,10,0,0,sandwich,211.81328375866147,0.5545
sandwich,vcovPL,10,0,0,sandwich,211.81328375866147,0.5545
sandwich,kweights,7,0,0,sandwich,211.81328375866147,0.5545
sandwich,vcovBS,6,0,0,sandwich,211.81328375866147,0.5545
sandwich,vcovOPG,5,0,0,sandwich,211.81328375866147,0.5545
sandwich,bwNeweyWest,1,0,0,sandwich,211.81328375866147,0.5545
sandwich,meatCL,1,0,0,sandwich,211.81328375866147,0.5545
sandwich,meatHAC,1,0,0,sandwich,211.81328375866147,0.5545
sandwich,meatHC,1,0,0,sandwich,211.81328375866147,0.5545
sandwich,meatPC,1,0,0,sandwich,211.81328375866147,0.5545
sandwich,meatPL,1,0,0,sandwich,211.81328375866147,0.5545
sandwich,pava.blocks,1,0,0,sandwich,211.81328375866147,0.5545
sandwich,vcovHAC,1,0,0,sandwich,211.81328375866147,0.5545
sandwich,weightsAndrews,1,0,0,sandwich,211.81328375866147,0.5545
sandwich,weightsLumley,1,0,0,sandwich,211.81328375866147,0.5545
sensemakr,sensemakr,5,1,0,sensemakr,9.0,1.0000
sensemakr,ovb_minimal_reporting,3,1,0,sensemakr,9.0,1.0000
sensemakr,partial_r2,1,1,0,sensemakr,9.0,1.0000
spdep,card,53,1,0,spdep,400.0,0.2525
spdep,lag.listw,26,1,0,spdep,400.0,0.2525
spdep,chkIDs,22,1,0,spdep,400.0,0.2525
spdep,get.spChkOption,22,0,0,spdep,400.0,0.2525
spdep,nb2listw,21,0,0,spdep,400.0,0.2525
spdep,listw2mat,14,0,0,spdep,400.0,0.2525
spdep,sym.attr.nb,14,0,0,spdep,400.0,0.2525
spdep,poly2nb,13,0,0,spdep,400.0,0.2525
spdep,get.coresOption,11,0,0,spdep,400.0,0.2525
spdep,get.mcOption,11,0,0,spdep,400.0,0.2525
spdep,is.symmetric.nb,11,0,0,spdep,400.0,0.2525
spdep,listw2U,11,0,0,spdep,400.0,0.2525
spdep,get.ClusterOption,10,0,0,spdep,400.0,0.2525
spdep,mat2listw,9,0,0,spdep,400.0,0.2525
spdep,n.comp.nb,7,0,0,spdep,400.0,0.2525
spdep,nbdists,7,0,0,spdep,400.0,0.2525
spdep,spweights.constants,7,0,0,spdep,400.0,0.2525
spdep,Szero,6,0,0,spdep,400.0,0.2525
spdep,diffnb,6,0,0,spdep,400.0,0.2525
spdep,dnearneigh,6,0,0,spdep,400.0,0.2525
spdep,is.symmetric.glist,5,0,0,spdep,400.0,0.2525
spdep,nblag,5,0,0,spdep,400.0,0.2525
spdep,sn2listw,5,0,0,spdep,400.0,0.2525
spdep,cell2nb,4,0,0,spdep,400.0,0.2525
spdep,gabrielneigh,4,0,0,spdep,400.0,0.2525
spdep,graph2nb,4,0,0,spdep,400.0,0.2525
spdep,knearneigh,4,0,0,spdep,400.0,0.2525
spdep,knn2nb,4,0,0,spdep,400.0,0.2525
spdep,read.gal,4,0,0,spdep,400.0,0.2525
spdep,relativeneigh,4,0,0,spdep,400.0,0.2525
spdep,soi.graph,4,0,0,spdep,400.0,0.2525
spdep,tri2nb,4,0,0,spdep,400.0,0.2525
spdep,geary.test,3,0,0,spdep,400.0,0.2525
spdep,get.ZeroPolicyOption,3,0,0,spdep,400.0,0.2525
spdep,listw2sn,3,0,0,spdep,400.0,0.2525
spdep,listw2star,3,0,0,spdep,400.0,0.2525
spdep,moran,3,0,0,spdep,400.0,0.2525
spdep,moran.test,3,0,0,spdep,400.0,0.2525
spdep,p.adjustSP,3,0,0,spdep,400.0,0.2525
spdep,EBImoran.mc,2,0,0,spdep,400.0,0.2525
spdep,EBlocal,2,0,0,spdep,400.0,0.2525
spdep,LOSH,2,0,0,spdep,400.0,0.2525
spdep,choynowski,2,0,0,spdep,400.0,0.2525
spdep,droplinks,2,0,0,spdep,400.0,0.2525
spdep,lee,2,0,0,spdep,400.0,0.2525
spdep,lm.morantest.exact,2,0,0,spdep,400.0,0.2525
spdep,lm.morantest.sad,2,0,0,spdep,400.0,0.2525
spdep,make.sym.nb,2,0,0,spdep,400.0,0.2525
spdep,probmap,2,0,0,spdep,400.0,0.2525
spdep,prunemst,2,0,0,spdep,400.0,0.2525
spdep,set.ZeroPolicyOption,2,0,0,spdep,400.0,0.2525
spdep,ssw,2,0,0,spdep,400.0,0.2525
spdep,EBest,1,0,0,spdep,400.0,0.2525
spdep,Rotation,1,0,0,spdep,400.0,0.2525
spdep,geary,1,0,0,spdep,400.0,0.2525
spdep,include.self,1,0,0,spdep,400.0,0.2525
spdep,nb2lines,1,0,0,spdep,400.0,0.2525
spdep,nb2mat,1,0,0,spdep,400.0,0.2525
spdep,nbcost,1,0,0,spdep,400.0,0.2525
spdep,old.make.sym.nb,1,0,0,spdep,400.0,0.2525
spdep,plot.nb,1,0,0,spdep,400.0,0.2525
spdep,print.nb,1,0,0,spdep,400.0,0.2525
spdep,prunecost,1,0,0,spdep,400.0,0.2525
spdep,subset.listw,1,0,0,spdep,400.0,0.2525
spdep,subset.nb,1,0,0,spdep,400.0,0.2525
spdep,vi2mrc,1,0,0,spdep,400.0,0.2525
spdep,write.sn2gwt,1,0,0,spdep,400.0,0.2525
survey,hadamard,2,1,0,survey,7.34,0.5913
survey,calibrate,1.34,1,1,VGAM;rms;survey,7.34,0.5913
survey,cv,1,1,0,survey,7.34,0.5913
survey,make.formula,1,0,0,survey,7.34,0.5913
survey,svyby,1,0,0,survey,7.34,0.5913
survey,svydesign,1,0,0,survey,7.34,0.5913
