package,version,released,index,text
plm,2.2-4,2020-08-31,2,"Ops.pseries: use of is.vector() was too strict, now uses is.atomic() with taking care for additional data types."
plm,2.2-4,2020-08-31,4,non-exported function wald() now exported as method pwaldtest.pgmm.
plm,2.2-4,2020-08-31,5,"for all plm models use approach via crossprod(solve(vcov(x), coefs), coefs)), not (tss-ssr)/(ssr/df2) anymore."
plm,2.2-4,2020-08-31,6,"method for pvcm models now allows for pvcm's ""within"" specification, returning a data.frame with test results for each regression."
plm,2.2-4,2020-08-31,7,pcdtest.pseries: NA values in input variable are now removed before any further processing. A warning is issued in case of NA removal.
plm,2.2-4,2020-08-31,8,"mtest, sargan, pwaldtest, piest, aneweytest: added for each a string for alternative hypothesis. ### Dependencies:"
plm,2.2-4,2020-08-31,9,Removed package 'clubSandwich' from 'Suggests' as it was removed from CRAN (archived) [the package was re-added to CRAN at a later point in time but not made a 'Suggests' dependency for plm again]. ***
plm,2.2-3,2020-02-28,0,IGNORE_RDIFF_BEGIN/END added on tests and man pages. ***
plm,2.2-1,2020-02-16,1,"tests now support unbalanced panel data, where applicable."
plm,2.2-1,2020-02-16,2,"gained argument 'ips.stat' to select statistic for IPS test, default is ""Wtbar"" (as before), added ""Ztbar"" and ""tbar""."
plm,2.2-1,2020-02-16,3,"if package 'urca' is available, p-values used in individual (augmented) Dicker-Fuller regressions are (for applicable tests) based on MacKinnon (1996) instead of MacKinnon (1994) yielding better p-value approximations for tau distribution (via urca::punitroot)."
plm,2.2-1,2020-02-16,4,return value's element 'idres' contains p-values of individual ADF-regressions (p.trho) and p-values printed in summary (where applicable).
plm,2.2-1,2020-02-16,5,"for Levin/Lin/Chu test, object and summary contain short-run and long-run variance."
plm,2.2-1,2020-02-16,6,"for Hadri's test, summary is now applicable."
plm,2.2-1,2020-02-16,7,"index.pindex: fixed bug when individual index variable is called ""group"". ### Minor items:"
plm,2.2-1,2020-02-16,8,print.fixef: respects / forwards arguments supplied to generic print method.
plm,2.2-1,2020-02-16,9,Grunfeld data doc: URL for overview of various Grunfeld data sets updated to <https://www.zeileis.org/grunfeld/>. ### Dependencies:
plm,2.2-1,2020-02-16,10,"Package 'urca' added to ""Suggests"". ***"
plm,2.2-0,2019-09-07,0,"Methods for plm.list were not exported, now exported."
plm,2.2-0,2019-09-07,1,"lagt is changed so that it can deal with time factors which cannot be coerced to numeric (ex ""1950-54"", ""1955-59"", ...)."
plm,2.2-0,2019-09-07,2,"cortab was not exported, now exported."
plm,2.2-0,2019-09-07,3,"pvcm failed for random effect models when there are some NA coefficients for some individual level OLS regressions, fixed. ***"
plm,2.1-0,2019-07-23,0,Problems with vignettes fixed (full text was in italics).
plm,2.1-0,2019-07-23,1,"In test file 'test_Estimators.R', L256, tolerance lowered to 1E-04. ***"
plm,2.0-2,2019-06-21,0,vcovXX.pcce functions exported again (export was lost in plm 2.0-0).
plm,2.0-2,2019-06-21,1,"summary.pcce gained argument 'vcov', summary.pcce object carries robust vcov in element 'rvcov'."
plm,2.0-2,2019-06-21,2,Vignettes switched from bookdown::html_document2 to html_vignette. ***
plm,2.0-1,2019-05-23,0,Minor update: tests updated to pacify CRAN's testing procedure with OpenBLAS.
plm,2.0-1,2019-05-23,1,"Bug fix in model.frame.pdata.frame: dot previously set to ""separate"" now set to ""previous"". ***"
plm,2.0-0,2019-05-14,0,class 'pFormula' is deprecated and will be removed soon.
plm,2.0-0,2019-05-14,1,model.frame now has a pdata.frame method (instead of a pFormula method) and model.matrix has a pdata.frame method (takes as input a model frame as a pdata.frame with a terms attribute and a formula attribute). 'formula' as an argument in model.matrix was unnecessary as the formula can be retrieved from model frame's pdata.frame.
plm,2.0-0,2019-05-14,2,A third vignette was added describing the plm model components (plmModelComponents.Rmd).
plm,2.0-0,2019-05-14,3,plm: the informative error message about the deprecated argument 'instruments' is removed and this argument is no longer supported.
plm,2.0-0,2019-05-14,4,Man pages and NAMESPACE file are now generated using roxygen2. ***
plm,1.7-0,2019-01-04,0,"lag, lead, diff for pseries objects: functions now take care of the time dimension when shifting observations within each individual. Previously, shifting was performed row-wise within each individual (neglecting the time dimension). The argument 'shift' is introduced to control shifting behaviour, possible values are ""time"" (default) and ""row"" (behaviour up until and incl. plm 1.6-6). Note that, however, the diff-ing performed in first-difference model estimation by plm(..., model = ""fd"") is based on row-wise differences of the model matrix per individual."
plm,1.7-0,2019-01-04,1,"pbnftest: new function for (modified) BNF statistic (Durbin-Watson test generalised to panels) and Baltagi/Wu's LBI statistic (Bhargava/Franzini/Narendranathan (1982), Baltagi/Wu (1999))."
plm,1.7-0,2019-01-04,2,"pcdtest: bias-corrected scaled LM test implemented (test = ""bcsclm"") as in Baltagi/Feng/Kao (2012)."
plm,1.7-0,2019-01-04,3,"summary.plm: for all random models and for all instrumental variable models, single coefficient tests are based on std. normal distribution and joint coefficient (Wald) test on Chi-square distribution."
plm,1.7-0,2019-01-04,4,pwaldtest: now handles IV models correctly (Wooldridge (1990)); method for random pvcm models added (and used in summary.pvcm).
plm,1.7-0,2019-01-04,5,pht: fixed estimation (plm 1.6-6 introduced a slight regression).
plm,1.7-0,2019-01-04,6,summary.pht: waldtest now uses Chi-square distribution (was F distribution).
plm,1.7-0,2019-01-04,7,"Fixed first-difference models (plm(., model = ""fd""), pggls(., model = ""fd"")) to have an intercept by default again (disappeared in plm 1.6-6)."
plm,1.7-0,2019-01-04,8,"Between.matrix: bug fixed, so that the transformation can be correctly performed for a matrix without index attribute."
plm,1.7-0,2019-01-04,9,"make.pconsecutive for pseries: for consecutive pseries, the argument 'balanced' was not respected."
plm,1.7-0,2019-01-04,10,pwfdtest: fixed error when one individual has one observation only.
plm,1.7-0,2019-01-04,11,"pmodel.response, fitted.plm, residuals.plm: for ""between"" and ""fd"" models, a pure numeric is returned, not an 'illegal' pseries anymore (these models compress data where having an index/pseries is useless and misleading)."
plm,1.7-0,2019-01-04,12,Between and Within methods for matrices are now exported.
plm,1.7-0,2019-01-04,13,plm object: gained element 'weights' if weighted estimation was performed.
plm,1.7-0,2019-01-04,14,"groupGenerics now used for 'pseries' objects, implemented as a wrapper for methods in groups 'Math', 'Ops' and 'Complex' (see ?groupGeneric). Thus, propagation to a higher or lower data type works correctly when performed on pseries, e.g., c(""pseries"", ""integer"") is propagated to c(""pseries"", ""numeric"") if an operation returns a decimal."
plm,1.7-0,2019-01-04,15,Vignettes: translated package's original vignette to Rmd format and renamed to plmPackage.Rmd; added vignette plmFunction.Rmd for further explanation about the estimation of error components models with the plm function; in plmPackage.Rmd fixed typo in formula for cross-sectional dependence scaled LM test. ### Deprecated/renamed:
plm,1.7-0,2019-01-04,16,"pht, plm(., model = ""ht""/""am""/""bms""): both uses deprecated, better use instead plm(., model=""random"", random.method =""ht"", inst.method=""baltagi""/""am""/""bms"") to estimate Hausman-Taylor-type models."
plm,1.7-0,2019-01-04,17,"summary.plm: removed support for ill-named argument '.vcov', instead use 'vcov'. '.vcov' has been deprecated in plm 1.6-4 on CRAN since 2016-11-30."
plm,1.7-0,2019-01-04,18,"pvcovHC: function deprecated, use vcovHC for same functionality."
plm,1.7-0,2019-01-04,19,plm: using the 'instruments' argument errors now (gave deprecation warning).
plm,1.7-0,2019-01-04,20,dynformula: the long deprecated function now gives a deprecation warning.
plm,1.7-0,2019-01-04,21,detect.lindep: previously named detect_lin_dep; renamed for consistency in function naming (back-compatible solution implemented) [back compatibility removed in plm 2.6-0]. ### Minor items:
plm,1.7-0,2019-01-04,22,pvar: added method for pseries.
plm,1.7-0,2019-01-04,23,pgrangertest: better detection of infeasibility if a series is too short.
plm,1.7-0,2019-01-04,24,pdata.frame: fixed bug so that pdata.frames with only one column can be created if drop.index = TRUE is set.
plm,1.7-0,2019-01-04,25,pgmm object: removed element 'df.residual' for now as it contained the function of the same name rather than a number; fixed handling of argument 'lost.ts''s second element.
plm,1.7-0,2019-01-04,26,as.data.frame.pdata.frame gained argument 'keep.attributes'.
plm,1.7-0,2019-01-04,27,"[.pdata.frame: in case a single column, i.e., a pseries is returned, this pseries now has names (now consistent to extraction by \$.pdata.frame and [[.pdata.frame)."
plm,1.7-0,2019-01-04,28,is.pseries: added function to check if an object qualifies as a pseries.
plm,1.7-0,2019-01-04,29,"(internal) is.index, has.index: new non-exported functions to check if an object is or has a proper index (in the sense of the plm package)."
plm,1.7-0,2019-01-04,30,"pvcm object: element 'residuals' is now of class c(""pseries"", ""numeric"") (was: ""numeric"" for within model); element 'coefficients' is numeric for random model (was ""matrix"" with one column); element 'df.residuals' renamed to 'df.residual' (as is standard, cf. lm, plm, ...)."
plm,1.7-0,2019-01-04,31,"print.pseries: prettier printing for c(""pseries"", ""complex"")."
plm,1.7-0,2019-01-04,32,print.summary.plm: more informative for perfect fits (all residuals are 0).
plm,1.7-0,2019-01-04,33,plm/ercomp: informative error messages for non-estimable 'swar' and 'amemiya' models when between model lacks observations ('swar') and individual or time dimension lacks within variation ('amemiya').
plm,1.7-0,2019-01-04,34,plm/model.matrix.pFormula: informative error message for non-finite values.
plm,1.7-0,2019-01-04,35,summary.purtest: give informative error message when run on purtest object containing result for Hadri's test.
plm,1.7-0,2019-01-04,36,"pcce, pht, pmg, pggls models: proper names in printed summary's topline."
plm,1.7-0,2019-01-04,37,pcce models: pooled model's element 'coefficients' is numeric (was 1x1 matrix).
plm,1.7-0,2019-01-04,38,"pwaldtest: in all cases, htest object's 'statistic' element is a numeric (was 1x1 matrix for some cases)."
plm,1.7-0,2019-01-04,39,Data set 'Crime' extended with pre-computed log values as in original data. ### Dependencies:
plm,1.7-0,2019-01-04,40,"Added to 'Suggests': knitr, rmarkdown, bookdown. ***"
plm,1.6-6,2017-11-07,1,re-written to be a more general framework.
plm,1.6-6,2017-11-07,2,"(internal) returned ercomp object: component 'sigma2' is now a numeric; component 'theta' is now either a numeric (balanced models) or a list with numerics (unbalanced models), the numerics being of length 1 (one-way models) or of length equal to the number of observations (two-ways models)."
plm,1.6-6,2017-11-07,3,model.matrix.*: gained new argument 'cstcovar.rm' to remove specific columns.
plm,1.6-6,2017-11-07,4,"pmodel.response: now returns object of class c(""pseries"", ""numeric"") [was ""numeric""]."
plm,1.6-6,2017-11-07,6,"random effect models: some random methods extended to unbalanced two-ways case (Nerlove's method only supports balanced one-way, two-ways), thanks to the more general ercomp framework."
plm,1.6-6,2017-11-07,7,"nested random effects model implemented (Baltagi/Song/Jung (2001)), use effect = ""nested"", see example in ?plm."
plm,1.6-6,2017-11-07,8,two-way fixed effects model for unbalanced panels is faster.
plm,1.6-6,2017-11-07,9,new argument 'weights' added.
plm,1.6-6,2017-11-07,10,fix backward compatibility for the (deprecated!) argument 'instruments' to estimate IV models (but rather use 2-part formulae for IV models).
plm,1.6-6,2017-11-07,11,plm gives an informative error message if all terms are dropped in an estimation due to aliasing.
plm,1.6-6,2017-11-07,12,"argument 'inst.method': value ""bmc"" renamed to ""bms"" for the Breusch-Mizon-Schmidt method (""bmc"" was a typo, back-compatible solution implemented)."
plm,1.6-6,2017-11-07,13,"pht: argument 'model': value ""bmc"" renamed to ""bms"" (cf. plm)."
plm,1.6-6,2017-11-07,16,"""madwu"": Maddala-Wu test statistic used to be computed using p-values from the normal distribution, fixed now, by using approximated p-values for the tau distribution described by MacKinnon (1994)."
plm,1.6-6,2017-11-07,18,fixed p-value (now based on one-sided test).
plm,1.6-6,2017-11-07,19,fixed statistic in non-heteroskedasticity case (Hcons = FALSE).
plm,1.6-6,2017-11-07,20,degrees of freedom correction implemented (set dfcor = TRUE).
plm,1.6-6,2017-11-07,21,"""ips"", ""levinlin"": p-values fixed (now one-sided to the left)."
plm,1.6-6,2017-11-07,22,"new tests: Choi (2001) modified P (""Pm""), inverse normal (""invnormal""), logit (""logit"")."
plm,1.6-6,2017-11-07,23,"cosmetic: when argument 'lags' is not specified by user, the returned object does not contain all three possible values in 'args\$lags' anymore."
plm,1.6-6,2017-11-07,24,"cipstest: for the truncated version of the test, the constants used in the calculation were mixed up for type = ""none"" and ""trend""."
plm,1.6-6,2017-11-07,25,pldv: new function to compute fixed and random effects models for truncated or censored dependent variable.
plm,1.6-6,2017-11-07,26,pgrangertest: added Granger causality test for panels (Dumitrescu/Hurlin (2012)).
plm,1.6-6,2017-11-07,28,"test = ""j"": [joint test by Baltagi/Li(1991)]: fixed degrees of freedom (now df = 2 instead of df = 1)."
plm,1.6-6,2017-11-07,29,unbalanced version of all statistics implemented (Sosa-Escudero/Bera (2008)).
plm,1.6-6,2017-11-07,30,"new argument 're.normal' (only relevant for test = ""re""): allows to compute the two-sided RE test when set to FALSE (default is TRUE which gives the one-sided RE test as before)."
plm,1.6-6,2017-11-07,32,"use discouraged now (gives warning), use pdata.frame instead."
plm,1.6-6,2017-11-07,33,"function internally uses pdata.frame now and then adjusts to get a ""plm.dim"" object as before. This way, plm.data benefits from bug fixes made previously to pdata.frame."
plm,1.6-6,2017-11-07,34,pdata.frame:
plm,1.6-6,2017-11-07,35,"by default, the resulting pdata.frame is now closer to the original data:"
plm,1.6-6,2017-11-07,36,"columns with constant values and all-NA values are not removed anymore,"
plm,1.6-6,2017-11-07,37,"non-finite values are not substituted with NAs anymore,"
plm,1.6-6,2017-11-07,38,unused factor levels are not dropped anymore (except for those variables serving to construct the index).
plm,1.6-6,2017-11-07,39,"arguments 'drop.NA.series', 'drop.const.series', 'replace.non.finite', 'drop.unused.levels' introduced to remove/replace columns/values as described before (all default to FALSE)."
plm,1.6-6,2017-11-07,40,warning issued if an index variable is to be constructed that subsequently overwrites an already present column of the same name ('id' and/or 'time').
plm,1.6-6,2017-11-07,41,"pacified warning in subsetting with non-existent rows and columns due to deprecation of 'structure(NULL, *)' in R >= 3.4.0."
plm,1.6-6,2017-11-07,42,\$<-.pdata.frame: preserves storage mode and sets correct class if propagation to higher class occurred for a pseries prior to assignment (in plm 1.7-0 this was replaced by the more general approach using groupGenerics).
plm,1.6-6,2017-11-07,43,"ranef: new function to calculate random effects from RE model objects, like fixef for FE models."
plm,1.6-6,2017-11-07,44,aneweytest: changed to use the residuals of the one-way individual within model (was: two-ways within model).
plm,1.6-6,2017-11-07,45,cortab: new function to compute cross-sectional correlation matrix.
plm,1.6-6,2017-11-07,46,"pwartest, pwfdtest:"
plm,1.6-6,2017-11-07,47,statistics are labelled as F statistics.
plm,1.6-6,2017-11-07,48,calculations now done without car::linearHypothesis().
plm,1.6-6,2017-11-07,49,diff.pseries:
plm,1.6-6,2017-11-07,50,"logicals can now be diff'ed (result is integer, mimics base::diff)."
plm,1.6-6,2017-11-07,51,does not warn anymore if argument 'lag' has length > 1.
plm,1.6-6,2017-11-07,52,"difft.pseries (note the ""t"") implemented (non-exported), diff-ing with taking the value of the time dimension into account, analogous to already implemented (non-exported) functions lagt.pseries/leadt.pseries."
plm,1.6-6,2017-11-07,53,punbalancedness: extended to calculate unbalancedness measures of nested panel structures as in Baltagi/Song/Jung (2001).
plm,1.6-6,2017-11-07,54,"mtest, sargan: return values gained data.name element."
plm,1.6-6,2017-11-07,55,pbltest: now accepts pdata.frames with index not in first two columns.
plm,1.6-6,2017-11-07,56,"pwartest.formula (only formula interface): fixed: ellipsis (""dots"") was not passed on."
plm,1.6-6,2017-11-07,57,pwaldtest: fix detection of vcovs generated by package 'clubSandwich' for models with an intercept.
plm,1.6-6,2017-11-07,58,"summary.pseries: better handling of characters, logicals, factors (use base methods)."
plm,1.6-6,2017-11-07,59,"summary.piest, summary.pht: table headings now have ""z-value"" and ""Pr(>|z|)"" as the numbers are based on standard normal distribution."
plm,1.6-6,2017-11-07,60,make.pbalanced: argument 'balanced.type':
plm,1.6-6,2017-11-07,61,"'shared' renamed to 'shared.times' (with a back-compatible solution),"
plm,1.6-6,2017-11-07,62,'shared.individuals' added as additional option (symmetric case).
plm,1.6-6,2017-11-07,63,print.pseries: prettier printing for integers.
plm,1.6-6,2017-11-07,64,print.summary.plm: prints information about dropped coefficients due to singularities (mimics print.summary.lm).
plm,1.6-6,2017-11-07,65,cosmetic: some print functions now have better aligned whitespacing. ### Dependencies:
plm,1.6-6,2017-11-07,66,R version >= 3.1.0 required now.
plm,1.6-6,2017-11-07,67,"'Imports': maxLik added, function maxLik::maxLik is re-exported by plm."
plm,1.6-6,2017-11-07,68,moved from 'Imports' to 'Suggests': car.
plm,1.6-6,2017-11-07,69,"'Suggests': added pcse, clusterSEs, clubSandwich, pglm, spdep, splm, statmod, Ecdat, pder, stargazer, texreg, foreign. ***"
plm,1.6-5,2016-12-02,0,pFtest: disable input model check due to reverse dependency of package AER (and to allow arbitrary model comparisons); check was erroneously enabled in plm version 1.6-4. ***
plm,1.6-4,2016-11-30,0,"Argument for supplying a variance-covariance matrix is now consistently named 'vcov' across all functions. The old argument '.vcov' of summary.plm is marked as deprecated. Deprecation warnings are only issued for those functions which where on CRAN with the now deprecated argument '.vcov' (i.e., just for summary.plm, no warnings for functions pwaldtest, fixef, within_intercept)."
plm,1.6-4,2016-11-30,1,"Snesp.Rd, LaborSupply.Rd: broken links fixed."
plm,1.6-4,2016-11-30,2,Vignette: updated contact details. ***
plm,1.6-3,,0,"Function Ftest renamed to pwaldtest (there was never a CRAN release with Ftest exported, thus no deprecation warning)."
plm,1.6-3,,1,summary.plm: F statistic uses adjusted df2 parameter in case of robust vcov. ***
plm,1.6-2,,0,pcdtest optimized for speed. 'preshape()' added to pcdtest.R to take care of reshaping in wide form prior to applying 'cor()'. ***
plm,1.6-1,,0,vcovG and vcovBK: added compliance with instrumental variables models (through two-parts formulae).
plm,1.6-1,,1,"plm.Rd: added note on the intercept in 'fd' models, and how to eliminate it."
plm,1.6-1,,2,"make.pbalanced: gained argument 'balance.type' which allows to select whether to balance by filling in NA values (""fill"", like before) or (now new) also by keeping only time periods shared among all individuals (""shared"" [in v1.6-6 renamed to ""shared.times""])."
plm,1.6-1,,3,pbsytest: issue warning when applied to an unbalanced model (unbalanced tests still in preparation).
plm,1.6-1,,4,"print.summary.plm: for ""between"" models: print the no. of obs used in estimation (like for ""fd"" models since 1.5-24)."
plm,1.6-1,,6,returned htest object has correct data.name value now.
plm,1.6-1,,7,NaN stemming from non-intersecting periods or only one shared period of pairs of individuals avoided by omission from calculation.
plm,1.6-1,,8,"pcdtest(some_var ~ 1, data) does not error anymore."
plm,1.6-1,,9,NEWS file: order of entries changed: latest entries now at top of file.
plm,1.6-1,,10,pdim.pseries: added method.
plm,1.6-1,,11,"is.pbalanced.*: methods added to determine balancedness for convenience. Same as pdim()\$balanced, but avoids calculations performed by pdim() which are not necessary to determine (just) the balancedness."
plm,1.6-1,,12,some functions little more efficient by using is.pbalanced() instead of pdim()\$balanced. ***
plm,1.5-35,,0,pbltest.plm: plm interface now respects the 'alternative' argument.
plm,1.5-35,,1,summary.plm: summary.plm objects gained new component 'df' to mimic summary.lm objects more closely.
plm,1.5-35,,2,gettvalue() added as (internal) function to quickly extract one or more t values from an estimated model (so one can avoid a call to summary() with all the other unnecessary computations). ***
plm,1.5-34,,0,Ftest: support for vcovs from package clubSandwich to allow df2 adjustment in robust F test (new func trans_clubSandwich_vcov added for this purpose).
plm,1.5-34,,1,"(internal) model.matrix.pFormula: case ""pooling"" added to twoways/unbalanced condition; for unknown cases, give meaningful error."
plm,1.5-34,,2,"alias.plm, alias.pFormula: added functions to complement the generic stats::alias to detect linear dependence (much like detect_lin_dep)."
plm,1.5-34,,3,detect_lin_dep.plm: added (complementing previously added detect_lin_dep methods from version 1.5-15). [function was renamed to detect.lindep in version 1.7-0].
plm,1.5-34,,4,plm objects gained element 'aliased' (a named logical) to indicate any aliased coefficients that are silently dropped during estimation by plm (cf. summary.lm objects).
plm,1.5-34,,5,fix: vcovXX.plm / vcovG framework now handle plm models with aliased coefficients (linear dependent columns in model matrix).
plm,1.5-34,,7,better support for between models.
plm,1.5-34,,8,"for method=""aux"", argument 'effect' is now extracted from dots. ***"
plm,1.5-33,,0,(internal) pdiff gained 'effect' argument and thus is more general.
plm,1.5-33,,1,"plm: trying to estimate first-difference (FD) models with effect=""time"" or ""twoways"" is now prevented with meaningful error messages; footnote 3 in vignette slightly adapted to reflect this. ***"
plm,1.5-32,,0,"pcdtest: fixed p-value for cross-sectional dependence scaled LM test (pcdtest(..., test = ""sclm"")). ***"
plm,1.5-31,,0,"fixef: return value is now class c(""fixef"", ""numeric"") (""numeric"" added)."
plm,1.5-31,,1,"summary.fixef: return value is now of class c(""summary.fixef"", ""matrix"") (""matrix"" added); type and df.residual added as attributes. Both class additions allow easier further processing of the return values. ***"
plm,1.5-30,,0,"lagt.pseries (experimental, non exported function): now handles NA values in time index."
plm,1.5-30,,1,pdata.frame: warning about NA in time index turned into a note being printed. ***
plm,1.5-29,,0,print.pdata.frame: workaround to prevent error when printing pdata.frames with duplicated row names (original row names are suppressed for printing in this case). ***
plm,1.5-28,,0,"phtest (regression based): if only one regressor in formula, the test does not stop anymore. ***"
plm,1.5-27,,0,model.matrix.pFormula: little speed up of within transformation in the two-ways unbalanced case.
plm,1.5-27,,1,"model.matrix.pFormula: little speed up for some more transformations by using .colMeans instead of apply(X, 2, mean). ***"
plm,1.5-26,,0,"residuals.plm: residuals extracted by residuals(plm_object) now have class c(""pseries"", ""numeric"") (was just ""pseries"" before). ***"
plm,1.5-25,,1,summary.fixef: t distribution is used for p-value calculation (like the heading states).
plm,1.5-25,,2,"fixef: for the t distribution to be applied for p-value calculation, objects of class ""fixef"" gained a ""df.residual"" element. ***"
plm,1.5-24,,0,"print.summary.plm: for FD models: now also prints number of observations used during estimation, because these differ from the number of observations (rows) in the model frame due to diff-ing."
plm,1.5-24,,1,"pres: fixed handling of pggls' FD models and, thus, summary on pggls' FD models does not error anymore."
plm,1.5-24,,2,pbltest: now has a plm interface (besides the formula interface). ***
plm,1.5-23,,0,"make.pconsecutive: new function to make a (p)data.frame or pseries consecutive, meaning having consecutive time periods, t, t+1, t+2, ..., where t is an integer (fills in missing time periods). Optionally, by argument 'balanced', (p)data.frames or pseries can be made consecutive and at the same time also balanced."
plm,1.5-23,,1,make.pbalanced: new function to make a (p)data.frame or pseries balanced (but not consecutive) (fills in missing time periods). ***
plm,1.5-22,,0,"pdata.frames are now more consistent after subsetting: => identical(pdataframe, pdataframe[1:nrow(pdataframe), ]) yields TRUE now"
plm,1.5-22,,1,fixed: after subsetting unnecessary information was added to the resulting pdata.frame.
plm,1.5-22,,2,"fixed: mode of index attribute was changed (unintentionally ""simplified"")."
plm,1.5-22,,3,pdata.frame is now a little more informative about NA values in either individual or time index (a warning is issued when such a pdata.frame is created).
plm,1.5-22,,4,[.pdata.frame: indexing a pdata.frame is now fully consistent to indexing a data.frame (as documented):
plm,1.5-22,,5,fixed: special case of indexing by [i] (missing j) which erroneously returned rows instead of columns.
plm,1.5-22,,6,pdata.frame's warnings:
plm,1.5-22,,7,"if duplicate couples or NA values in the index variables are found while creating a pdata.frame, the warning now gives users a hint how to find those (table(index(your_pdataframe), useNA = ""ifany"")."
plm,1.5-22,,8,"printed is now ""id-time"" (was: ""time-id"") to be consistent with order of index variables. ***"
plm,1.5-21,,0,"new function as.list.pdata.frame: Default behaviour is to act identical to as.list.data.frame (some code relies on this, do not change!). By setting arg 'keep.attributes = TRUE', one gets a list of pseries and can operate (e.g., 'lapply') over this list as one would expect for operations on the columns of a pdata.frame, e.g., to lag over more than one column and get a list of lagged columns back, use: lapply(as.list(pdataframe[ , your_cols], keep.attributes = TRUE), lag). ***"
plm,1.5-20,,0,"vcovXX.pcce methods added by copying the vcovXX.plm ones; work just the same, sandwiching the appropriate ""meat"" in transformed data. General reference is Wooldridge, Ch. 7. ***"
plm,1.5-19,,0,"pcce now supports model.matrix and pmodel.response methods, extracting the transformed data so that the estimator can be replicated by lm(pmodel.response(model) ~ model.matrix(model)); this is needed both for vcovXX functions and for cluster bootstrapping."
plm,1.5-19,,1,"summary.pcce outputs the R2 calculated according to Holly, Pesaran and Yamagata instead of RSS/TSS. ***"
plm,1.5-18,,0,pcdtest: small efficiency enhancement (calc only lower.tri of rhos).
plm,1.5-18,,1,"pos.index (internal, not exported): new function to determine column numbers of index vars in a pdata.frame."
plm,1.5-18,,3,some extraction/subsetting functions doubled 'pseries' in the class of returned value (fixed now).
plm,1.5-18,,4,extraction methods for pdata.frame and pseries now preserve order of attributes.
plm,1.5-18,,5,"class ""pindex"" for attribute index not lost anymore after subsetting a pdata.frame. ***"
plm,1.5-17,,0,"lagt.pseries: new method respecting ""content"" of time periods [not yet exported due to testing]."
plm,1.5-17,,1,is.pconsecutive: default method exported so it can be used for arbitrary vectors. ***
plm,1.5-16,,1,"fixed p-values [for type=""kw"" and ""ghm""],"
plm,1.5-16,,2,"unbalanced version of all test statistics implemented,"
plm,1.5-16,,3,"doc update with literature references to unbalanced tests,"
plm,1.5-16,,4,"if requested, the ""kw"" statistic is now also calculated as one-way (""individual"" or ""time""), albeit it coincides with the respective ""bp"" statistic."
plm,1.5-16,,5,"pwtest: formula interface respects 'effect' argument, 'effect' argument now mentioned in doc."
plm,1.5-16,,6,"data set 'Wages': factor 'sex' re-leveled to c(""male"", ""female"") to match use in original paper."
plm,1.5-16,,7,print.summary.plm: suppress printing of 'effects' argument in top line in case of 'pooling' model.
plm,1.5-16,,8,"doc for between, Between, Within extended; doc for lag, lead, diff in separate file now (lag_lead_diff.Rd)"
plm,1.5-16,,9,pdata.frame:
plm,1.5-16,,10,"fixed bug: do not assume a specific order of data when only individual index is supplied,"
plm,1.5-16,,11,"resulting pdata.frame is ordered by individual, then time index,"
plm,1.5-16,,12,"when duplicate couples (id-time) are created, a warning is issued,"
plm,1.5-16,,13,new argument 'stringAsFactors'.
plm,1.5-16,,15,"fixed warning about var on factor variable (var on factors is deprecated as of R 3.2.3),"
plm,1.5-16,,16,"fixed corner case with one group being all NA and other non-varying,"
plm,1.5-16,,17,print.pvar: better handling of NA values.
plm,1.5-16,,18,"lag/lead: fixed bug with dropped factor levels, added testfile tests/test_lag_lead_factor_levels.R."
plm,1.5-16,,19,is.pconsecutive:
plm,1.5-16,,20,"new function to check if time periods are consecutive per individual,"
plm,1.5-16,,21,better NA handling by added argument 'rm.na.tindex'.
plm,1.5-16,,22,pgmm: fixed bugs affecting the instrument matrix in the following cases:
plm,1.5-16,,23,GMM instruments are collapsed and restricted in lag length;
plm,1.5-16,,24,first lags are used as GMM instruments;
plm,1.5-16,,25,GMM instruments are collapsed in system GMM;
plm,1.5-16,,26,GMM instruments are restricted in lag length in system GMM.
plm,1.5-16,,27,punbalancedness: data frame interface gains 'index' argument.
plm,1.5-16,,28,"within_intercept: new function to calculate an overall intercept along its standard error for FE models a la Stata and gretl, accepts argument '.vcov' for user defined vcov."
plm,1.5-16,,29,added help topic on package as a whole (?`plm-package`) for sake of completeness.
plm,1.5-16,,30,summary.plm:
plm,1.5-16,,31,"argument '.vcov' can also be a function (before, only matrix was possible)."
plm,1.5-16,,32,"internal: the furnished vcov is saved in the summary.plm object in object\$rvcov (vcov function name in attr(object\$rvcov, which=""rvcov.name"")."
plm,1.5-16,,34,"gained '.vcov' argument, which enables robust F test and chi-sq test computations [robust versions not yet weaved in summary.plm]."
plm,1.5-16,,35,now exported and has documentation (.Rd file).
plm,1.5-16,,36,returned htest object has vcov's name in 'method' element (if vcov was supplied).
plm,1.5-16,,37,Ftest later renamed to pwaldtest (in version 1.6-3).
plm,1.5-16,,38,"(internal) vcovXX functions: furnished vcovs gain attribute ""cluster"" which give info about clustering, e.g., ""group"" or ""time""."
plm,1.5-16,,39,fixef: gains new argument '.vcov'. ***
plm,1.5-15,,0,punbalancedness: new function for unbalancedness measures for panel data as in Ahrens/Pincus (1981); added doc and testfile for punbalancedness.
plm,1.5-15,,1,DESCRIPTION: added URLs for package on CRAN and package on R-Forge.
